,text,negative&positive,depression
8687,rt revolutionsyria terrorists gassed today by brave putin_assad 04042017 syria httpstcorgndbcplfo,[ 0.89185274  0.10814723],negative
8688,rt ramijarrah large protest just kicked off in istanbul in outrage of chemical weapons attack on idlib syria httpstcoqclczjcsr3,[ 0.89185274  0.10814723],negative
8689,rt nia4_trump death toll in syria now reportedly over 100 in 2013 the us backed rebels used sarin gas as a falseflag in attempt to,[ 0.89185274  0.10814723],negative
8690,rt repjoecrowley the chemical attack on women children and men in syria today is barbaric and cowardly,[ 0.89185274  0.10814723],negative
8691,rt allaboutalixb httpstcov5nsqtr3qu this is the worst attack w chemicals in years syria,[ 0.89185274  0.10814723],negative
8692,opdeatheaters stop killing and torture of syria n children httpstcoiihle1zulg,[ 0.20774333  0.79225659],positive
8693,rt jaketapper the time i asked obama if he ever second guessed his inaction in syria httpstco7ayp93zffz,[ 0.89185274  0.10814723],negative
8694,these heinous actions by  alassad regime are a consequence of the past admins weakness amp irresolution httpstcogapyto2cow,[ 0.08062018  0.91937983],positive
8695,rt 4freedominiran assad regime continues to bombing civilian areas in a blatant violation of 4th geneva con selectiveoutrage syria htt,[ 0.89185274  0.10814723],negative
8696,for children its been probably the worst year of the whole conflict its just tragic  justinbyworth talks about syria on bbcnews,[ 0.02835219  0.97164786],positive
8697,for children its been probably the worst year of the whole conflict its just tragic  justinbyworth talks about syria on bbcnews,[ 0.02835219  0.97164786],positive
8698,maybe he is the father amp he holds in his arms his dead daughter in a chemical attack by assad it is heartbreaking httpstcogzvi1wdbi4,[ 0.06595562  0.93404442],positive
8699,rt lotteleicht1 syria terrible photos from idlib today where dozens were affected from chemical exposure impunity must end httpst,[ 0.89185274  0.10814723],negative
8700,rt revolutionsyria looking for terrorists syria httpstco2rmrz9axjr,[ 0.89185274  0.10814723],negative
8701,rt walid970721 whitehelmets have zero credibility theyve been involved in too many staged videos besides syria govt doesnt use chem,[ 0.89185274  0.10814723],negative
8702,rt miketheidealist people in syria have to deal with chemicalweapons attacks barrel bombs and indiscriminate attacks by russia the,[ 0.89185274  0.10814723],negative
8703,"rt scottpresler seeing the bodies of children murdered by chemical weapons is something i wont be able to forget 

syria",[ 0.89185274  0.10814723],negative
8704,"httpstcoca285ilv5q
trump realdonaldtrump insanely blames barackobama instead of pal putin s support of assad 
kaoconnor syria",[ 0.26504993  0.73495007],positive
8705,rt innercitypress uncensored day40994 unsc darfur amp syria nikkihaley on un reform bdi un cameroon song amp dance live https,[ 0.89185274  0.10814723],negative
8706,rt masoud_dalvand khameneii amp assad killing innocent kids in syria all world quiet idlib _ httpstcobvhotzpkkw,[ 0.89185274  0.10814723],negative
8707,rt occupywallstnyc one day after the trump regime says they dont want to oust assad anymorehe gasses his own people syria httpstc,[ 0.89185274  0.10814723],negative
8708,societys child evil russians redcross praises russias great humanitarian work in syria httpstcolmsuhvahne,[ 0.36721578  0.63278425],positive
8709,rt sarahleah1 fyi hrw has documented dozens of chemical bomb attacks by syria govt forces in past months  httpstcobtzuy8jpva,[ 0.89185274  0.10814723],negative
8710,"rt qattouby this is not babi yar ukraine or marzabotto italy
this didnt happen back in wwii its happening today in syria
chemica",[ 0.89185274  0.10814723],negative
8711,rt lsarsour the images out of syria are horrific but so were the images for the past 5 years we turned a blind eye we have become num,[ 0.89185274  0.10814723],negative
8712,rt yuval_rotem appalled at todays horrific chemical attack in syria intl community must unite and end wmd threat from assad and his,[ 0.89185274  0.10814723],negative
8713,rt abdulazeem_s keep the people of syria  in your duas at least after prayer before reaching for your phone reach your hands to allah,[ 0.89185274  0.10814723],negative
8714,rt partisangirl why would the white helmets receive sarin respirator suits only a month before the attack syria doesnt have sarin http,[ 0.89185274  0.10814723],negative
8715,"rt hamletgarcia17 children should never pay for the mistakes of adults syria     
realdonaldtrump revjjackson un usembassysyria bas",[ 0.89185274  0.10814723],negative
8716,rt kon__k follow sophiemcneill for the latest on chemical weapons being used on people of syria a war crime yes graphic but we cant,[ 0.89185274  0.10814723],negative
8717,rt washinstitute activists bringing out samples have been key to proving past syria regime cw attacks  andrewtabler on newshour,[ 0.89185274  0.10814723],negative
8718,rt partisangirl listening to the latest propaganda to come out on syria about hospitals actually being torture houses careful what u re,[ 0.89185274  0.10814723],negative
8719,rt msrachelwolf each child in syria breaks my heart they do not deserve to suffer why are our leaders doing nothing just as they ig,[ 0.89185274  0.10814723],negative
8720,rt naomignomester assad is a piece of rotten shit and needs to die  syria  realdoanldtramp rextilllerson httpstco0vtr8kipqq,[ 0.89185274  0.10814723],negative
8721,not only that if americans go to syria they will undoubtedly be fighting against assad and russia bc ru supports assad  ,[ 0.54292786  0.4570722 ],negative
8722,history will not forgive to those stay silent against massacre in syria we all have families and cannot even imagine losing one of them,[ 0.26504993  0.73495007],positive
8723,rt leratton you fucking monsters syria assad chemicalattacks httpstcouptohjtlwe,[ 0.89185274  0.10814723],negative
8724,"trump anything goes right i did it
trump anything goes wrong obama did it 
can our president get consistent syria",[ 0.08062018  0.91937983],positive
8725,rt israelmfa pm netanyahu on syrian chemical weapons attackintl comm must fulfill obligation to remove these weapons from syria https,[ 0.89185274  0.10814723],negative
8726,"rt codeaud death toll rises to 58victims of chemical attack have pinpoint pupils a signs of sarin gas exposure idlib syria
httpst",[ 0.89185274  0.10814723],negative
8727,"rt free_media_hub chemical attack in syria draws international outrage un to investigate war crimes after scores murdered 
httpstc",[ 0.89185274  0.10814723],negative
8728,rt repkinzinger use of chemical weapons cannot be common place must have punishing strikes against assad regime talking syria w gre,[ 0.89185274  0.10814723],negative
8729,rt jimsciutto horrific chemical attack unfolding in syria  assad regime known to retain chemical stocks httpstco8zjqp3pwsw,[ 0.89185274  0.10814723],negative
8730,jumping to conclusions something is not adding up in idlib chemical weapons attack httpstcoiqpp48tkyl syria idlib,[ 0.81978178  0.18021825],negative
8731,rt repjoecrowley the chemical attack on women children and men in syria today is barbaric and cowardly,[ 0.89185274  0.10814723],negative
8732,"rt ahudhayfah syria in the past 24 hours massacres after massacres

idlib damascus hama httpstcon8ccwiuq33",[ 0.89185274  0.10814723],negative
8733,the un has scheduled a meeting to address the latest syria chemical weapon attack russias veto will be its 8th on topic,[ 0.08062018  0.91937983],positive
8734,rt ruyaselcuk assad is still using chemical weapons in syria no need to be muslim to be indignant about situation just being human ,[ 0.89185274  0.10814723],negative
8735,rt laurie_holden my heart is broken for the people of syriathis is so tragic a senseless loss of life syria,[ 0.89185274  0.10814723],negative
8736,rt radiofreetom this revisionist history about obama being shut down by congress in syria is among the worst kinds of bullshit there is,[ 0.89185274  0.10814723],negative
8737,rt jessicasarhan what on earth does assad have to do for the world to act in syria   horrific scenes coming from khan sheikhoun,[ 0.89185274  0.10814723],negative
8738,"article from september 2016 very telling syria syria ian56789 
susanriceunmasked susanrice benghazi potus httpstco45u54f1zmi",[ 0.37677622  0.62322378],positive
8739,rt greek2me_ different day same sht syria httpstcobox9btdufo,[ 0.89185274  0.10814723],negative
8740,rt ukinusa more monstrous chemical attacks today in idlib uk pm theresa may clear that there is no future for assad in stable syria,[ 0.89185274  0.10814723],negative
8741,"the hypocrisy will make you sick
syria trumprussia obama httpstcoll2arkndng",[ 0.08062018  0.91937983],positive
8742,rt mohammadirashid warplanes of the assad regime at dawn on tuesday hit the town of khan_shaykhun in southern rural idlib syria https,[ 0.89185274  0.10814723],negative
8743,rt nia4_trump death toll in syria now reportedly over 100 in 2013 the us backed rebels used sarin gas as a falseflag in attempt to,[ 0.89185274  0.10814723],negative
8744,who cares about those neanderthals in syria i care about maga not those savages let them kill one another syria syriachemicalattack,[ 0.40217167  0.59782839],positive
8745,"rt us_citizen_joe i never thought the day would come when id agree with isis
us is being run by an idiot syria chemicalattacks 
ht",[ 0.89185274  0.10814723],negative
8746,rt ajenglish ajplus this is how government officials reacted to the suspected chemical attack in syrias idlib httpstcooduvbi7d0s,[ 0.89185274  0.10814723],negative
8747,10 minute video of sarin attack in syria feel free to use footage to make httpstconyvmungacm by pauldewar via c0nvey,[ 0.18114509  0.81885487],positive
8748,"rt statedept secretary tillerson the united states strongly condemns the chemical weapons attack in idlib province syria
httpstco",[ 0.89185274  0.10814723],negative
8749,"rt statedept secretary tillerson the united states strongly condemns the chemical weapons attack in idlib province syria
httpstco",[ 0.89185274  0.10814723],negative
8750,my heart aches for the victims of this despicable act and the countless lives that have been lost in syria,[ 0.06595562  0.93404442],positive
8751,"rt julianroepcke because we didnt act on syria since 2011 this is happening now
assadgenocide 
putinatwar httpstcoiipufiaag4",[ 0.89185274  0.10814723],negative
8752,rt statedept statement from potus on todays chemical attack in syria httpstcoekbniktmza,[ 0.89185274  0.10814723],negative
8753,rt ajenglish saving syria is international law the answer httpstcob5hifsue73 httpstcoqrzbjby0qp,[ 0.89185274  0.10814723],negative
8754,guardian readers more concerned with toxic ldn air than idlib gas attack syria httpstco1r2eg2mdek,[ 0.25521168  0.74478829],positive
8755,rt ukun_newyork images of children hit with another chemical attack in syria are absolutely sickening we call for an emergency meeting,[ 0.89185274  0.10814723],negative
8756,rt sophiemcneill todays alleged cw attack is horrific amp brazen but civilians being killed everyday in syria with no outcry  21 yester,[ 0.89185274  0.10814723],negative
8757,what do putin trump and assad have in common they all attack facts as fake news syria httpstco40dzkczf3f,[ 0.40217167  0.59782839],positive
8758,"rt jack62448376 bivi_17

theeconomist redlines syria hospitals schools and children gassed by assad 442017 syria httpstco",[ 0.89185274  0.10814723],negative
8759,rt tarastrong hey realdonaldtrump innocent children amp many lives lost in syria todaycare to comment show compassion or just keep t,[ 0.89185274  0.10814723],negative
8760,"rt doamuslims syria  assads chemical attack on khan shaykhoun this morning killing at least 100 civilians injuring 500 idlib
https",[ 0.89185274  0.10814723],negative
8761,rt ukinusa more monstrous chemical attacks today in idlib uk pm theresa may clear that there is no future for assad in stable syria,[ 0.89185274  0.10814723],negative
8762,rt occupywallstnyc one day after the trump regime says they dont want to oust assad anymorehe gasses his own people syria httpstc,[ 0.89185274  0.10814723],negative
8763,rt partisangirl tomorrow were going to create a media story about a chlorine gas attack later changed to sarin even though syria gov,[ 0.89185274  0.10814723],negative
8764,rt cafreeland as a mother my heart breaks watching images of children writhing in pain after reported chemicalattack in idlib syria,[ 0.89185274  0.10814723],negative
8765,rt radiofreetom this revisionist history about obama being shut down by congress in syria is among the worst kinds of bullshit there is,[ 0.89185274  0.10814723],negative
8766,rt peterdaou obama isnt president the toughtalkers can show us how they respond to atrocities in syria httpstco1mz1mrsz5x,[ 0.89185274  0.10814723],negative
8767,"rt jobahout this is donaldtrumps statement after syrias chemical attack in 2013 calling obama not to implement his red line
just",[ 0.89185274  0.10814723],negative
8768,rt nia4_trump death toll in syria now reportedly over 100 in 2013 the us backed rebels used sarin gas as a falseflag in attempt to,[ 0.89185274  0.10814723],negative
8769,"rt ravenhuwolf turkish state to the fsa in syria  alqaeda childsoliders jihadists weapons training in a mosque

vid   kurdishyp",[ 0.89185274  0.10814723],negative
8770,rt washinstitute syria regime has carried out multiple cw attacks since 2013 deal wus amp russia  andrewtabler on newshour,[ 0.89185274  0.10814723],negative
8771,"rt codeaud death toll rises to 58victims of chemical attack have pinpoint pupils a signs of sarin gas exposure idlib syria
httpst",[ 0.89185274  0.10814723],negative
8772,rt joyce_karam 5 days after tillerson said assad exit not a priority  chemical weapon attack in syria leaves gt58 dead httpstcoe,[ 0.89185274  0.10814723],negative
8773,reading more about the chemicalattacks in syria and this is horrid inhumane so many innocents lost,[ 0.89185274  0.10814723],negative
8774,why is there a war in syria  neocons r funded by saudi to take out assad realdonaldtrump danscavino httpstcojtr4w0w8eq,[ 0.40217167  0.59782839],positive
8775,"nytimes propaganda at its finest 
syria would be better off under assad than rebels just ask iraq and libya  httpstcoqm04ymfajr",[ 0.54292786  0.4570722 ],negative
8776,if tyrants didnt get support in first placethis attack wouldnt happenresponsibility is on shoulders of leaders in iran russiawestsyria,[ 0.39086604  0.60913396],positive
8777,rt rferl france calls for un security council meeting after suspected syria chemical attack httpstcoctz21qhlog httpstco61nhxq,[ 0.89185274  0.10814723],negative
8778,rt maansoursarmad alanfisher redlines syria this is how assad is fighting terrorism chemical weapons httpstco1l84wmjao6,[ 0.89185274  0.10814723],negative
8779,rt stillbernin interesting sarin attack in syria was a top moment on twitter until people started tweeting about hrc selling sarin t,[ 0.89185274  0.10814723],negative
8780,rt alarabiya_eng the disturbing eye witness account of what happened when sarin was dropped in syria  again httpstco98hefm85wk,[ 0.89185274  0.10814723],negative
8781,is this syrian gas attack a false flag to blame assad so we can go to war with iran  syria assad falseflag conspiracy,[ 0.39086604  0.60913396],positive
8782,rt abdussamad_aif whats happening in syria is painful to witness   ya allah make it easy for those suffering amp grant jannah to those w,[ 0.89185274  0.10814723],negative
8783,rt nia4_trump death toll in syria now reportedly over 100 in 2013 the us backed rebels used sarin gas as a falseflag in attempt to,[ 0.89185274  0.10814723],negative
8784,newsnorway redlines syria expose assads crimes show the truth the whole awful despicable truth httpstcoyszn246xkl,[ 0.54292786  0.4570722 ],negative
8785,rt hizbuttahrir response to chemical attacks on idlib syria join abu yusuf tonight  10pm httpstcor6dntmkztx httpstcoexqul5j,[ 0.89185274  0.10814723],negative
8786,the latest the businesseconomypolitics daily httpstcoo3auowkpbx thanks to kirik syria stpetersburg,[ 0.08062018  0.91937983],positive
8787,rt washinstitute cw delivered by air to target behind syria rebel line rebels lack air capacity only regime amp russia have  andrewtab,[ 0.89185274  0.10814723],negative
8788,rt nia4_trump death toll in syria now reportedly over 100 in 2013 the us backed rebels used sarin gas as a falseflag in attempt to,[ 0.89185274  0.10814723],negative
8789,"rt aaditweetz disclaimer 
this is for those firqa parasts who cry for one genocide and support other one secretly syria  httpstc",[ 0.89185274  0.10814723],negative
8790,why is realdonaldtrump  admin more concerned about ambassadorrice  than syria chemical bomb putin supports assad,[ 0.40217167  0.59782839],positive
8791,we are going to have to create new words to describe what is happening in syria httpstcokwthhwktoe,[ 0.40217167  0.59782839],positive
8792,"rt jerryda14708129 islamzebari video  isis 
lookhow isis executesyoungmen andchildren isil daesh syria httpstcoijtu9wmfzi",[ 0.89185274  0.10814723],negative
8793,"rt omar_alhathloul iran and hezbollah militias are involved with the assad regime crime against humanity in syria 
 httpstcoxzdn",[ 0.89185274  0.10814723],negative
8794,this insanity needs to stopped the axis of syria iran russia amp hizbullah is responsible for this  syria,[ 0.08062018  0.91937983],positive
8795,unsure who has been killing children for 6 years with chemical weapons napalm missiles cluster bunker buster httpstcophzr4eaiel,[ 0.25405297  0.74594706],positive
8796,rt mahdi13203505 in coordination with assad regime hezbollah smuggled huge amounts of chemical weapons from syria amp stored it in n ,[ 0.89185274  0.10814723],negative
8797,trump is a true coward blaming obama for syria sarin attacks conman trumprussia,[ 0.08062018  0.91937983],positive
8798,"rt codeaud death toll rises to 58victims of chemical attack have pinpoint pupils a signs of sarin gas exposure idlib syria
httpst",[ 0.89185274  0.10814723],negative
8799,"rt bernpress hectormorenco 
the real reason were in syria is enraging but not surprising
httpstcovudr9ymdbl",[ 0.89185274  0.10814723],negative
8800,rt michaelmorrah imagine if half of nzs population was dead or forced to flee their homes thats the situation in syria right now rn,[ 0.89185274  0.10814723],negative
8801,the chemical attack on women children and men in syria today is barbaric and cowardly,[ 0.08062018  0.91937983],positive
8802,isis and the west including israel playing the chemical attack by syria on its own people again why would he another false flag syria,[ 0.39086604  0.60913396],positive
8803,"rt statedept secretary tillerson the united states strongly condemns the chemical weapons attack in idlib province syria
httpstco",[ 0.89185274  0.10814723],negative
8804,rt partisangirl orientnews some of the children in the chemical weapons attack appear to have been bludgeoned to death syria httpst,[ 0.89185274  0.10814723],negative
8805,"rt minoulechat5 can you help us by publishing this link to help raise awareness of the suffering in syria

syrie

assadgenocide

 http",[ 0.89185274  0.10814723],negative
8806,rt federicamog presenting to the press the results of our meeting with the syria civil society at syriaconf2017 futureofsyria https,[ 0.89185274  0.10814723],negative
8807,realdonaldtrump the hotus hypocrite of the united states syria asshat resign httpstco8omjff0mkc,[ 0.89185274  0.10814723],negative
8808,"realdonaldtrump hmmm obama asked congress for authorization they said no  you said thisgt 
fraud hypocrite httpstco0dzeq4bsim",[ 0.89185274  0.10814723],negative
8809,rt revolutionsyria looking for terrorists syria httpstco2rmrz9axjr,[ 0.89185274  0.10814723],negative
8810,"rt hamletgarcia17 children should never pay for the mistakes of adults syria     
realdonaldtrump revjjackson un usembassysyria bas",[ 0.89185274  0.10814723],negative
8811,rt johnkasich gov john kasich statement on the attack in syria httpstcorgxsijimxf,[ 0.89185274  0.10814723],negative
8812,rt helenclarkundp shocking to hear of chemical weapons attack in syria killing dozens of people mans inhumanity to man undparabic ht,[ 0.89185274  0.10814723],negative
8813,rt cafreeland as a mother my heart breaks watching images of children writhing in pain after reported chemicalattack in idlib syria,[ 0.89185274  0.10814723],negative
8814,rt yuval_rotem appalled at todays horrific chemical attack in syria intl community must unite and end wmd threat from assad and his,[ 0.89185274  0.10814723],negative
8815,i just want to know our leaders excuses for letting these babies die deadindiapers syria httpstco0hy0qa91gj,[ 0.39086604  0.60913396],positive
8816,"rt mazzen_mohammed only
       ultimated survival
yemen
stopsaudicrimes
un human rights
trump
usa
syria
cnn fox news sky bbc ht",[ 0.89185274  0.10814723],negative
8817,tasc press release syria httpstcoenfmpga3hg,[ 0.08062018  0.91937983],positive
8818,rt nicholasaheras in wake of assad gas attack in idlib syria wonder how much more regime stockpiles in lattakia in event alawi pushed,[ 0.89185274  0.10814723],negative
8819,touchingmsmsyria httpstcogxx5odnyvx,[ 0.08062018  0.91937983],positive
8820,rt tarakangarlou todays images out of syria are horrifica shameful badge us all standing on the sidelines amp watching the massacre that,[ 0.89185274  0.10814723],negative
8821,rt mazdaki dozens dead in syria chemical attack  and a tepid condemnation by the us httpstcouvm2qg6ocv,[ 0.89185274  0.10814723],negative
8822,rt cafreeland as a mother my heart breaks watching images of children writhing in pain after reported chemicalattack in idlib syria,[ 0.89185274  0.10814723],negative
8823,"rt gazaenglis urgent demonstrations in all palestinian cities wednesday afternoon strike lmgrzh khan_sheykhoun
  palestine
syria
id",[ 0.89185274  0.10814723],negative
8824,thats it bash your predecessor but take no substantive action bc the dead were brownmuslim realdonaldtrump httpstco52cnv0bquz,[ 0.08062018  0.91937983],positive
8825,rt gebeilym breaking death toll in horrific gas attack on syrias khan sheikhun rises to 58 civilians monitor  via afp,[ 0.89185274  0.10814723],negative
8826,cw attacks like today make political resolution to syria war less likely to happen soon  andrewtabler on newshour,[ 0.49760315  0.50239688],positive
8827,"rt noiserawker tillerson trumps sos assad can stay

assad gasses civilians including young children

trump obamas fault

syria",[ 0.89185274  0.10814723],negative
8828,trump has been in the oval office for 74 days but a girl still has no president never forget syria httpstcoh9xcocozvx,[ 0.08062018  0.91937983],positive
8829,rt cafreeland as a mother my heart breaks watching images of children writhing in pain after reported chemicalattack in idlib syria,[ 0.89185274  0.10814723],negative
8830,"rt markito0171 syria playlist of videos from chemical sarin gas attack on idlib khan sheikhoon town 04042017
httpstcoybok4dwmn1",[ 0.89185274  0.10814723],negative
8831,rt sarahleah1 fyi hrw has documented dozens of chemical bomb attacks by syria govt forces in past months  httpstcobtzuy8jpva,[ 0.89185274  0.10814723],negative
8832,trumps 2013 tweets on syria tell a different story httpstcodkjkwrcc5f trump_twitter syria httpstcodlp1qsdrha,[ 0.08062018  0.91937983],positive
8833,rt cafreeland as a mother my heart breaks watching images of children writhing in pain after reported chemicalattack in idlib syria,[ 0.89185274  0.10814723],negative
8834,rt ramijarrah profile pictures widely being changed to plain yellow to advocate awareness on the chemical weapons attack in idlib syria,[ 0.89185274  0.10814723],negative
8835,rt ahmed_gatnash when future generations study textbook chapters on the syria genocide obama amp miliband deserve to be remembered  th,[ 0.89185274  0.10814723],negative
8836,rt metesohtaoglu turkish medical teams near syria border at cilvegozu amp bab alhawa border passing gates for victims of the poisonous g,[ 0.89185274  0.10814723],negative
8837,rt thearabsource video carla ortiz delivers powerful speech about syria to the united nations httpstcowsrl0xfmwm,[ 0.89185274  0.10814723],negative
8838,rt loca2733mc 45 suggested obama not attack syria in 2013 now wants to blame obama on syria youre administration decided to leave ass,[ 0.89185274  0.10814723],negative
8839,rt peterdaou obama isnt president the toughtalkers can show us how they respond to atrocities in syria httpstco1mz1mrsz5x,[ 0.89185274  0.10814723],negative
8840,i believe it is time for un  us  russia and turkey to do something to stop the massacre in syria poor and innocent people are dying,[ 0.39086604  0.60913396],positive
8841,rt revolutionsyria looking for terrorists syria httpstco2rmrz9axjr,[ 0.89185274  0.10814723],negative
8842,i look forward to working on immediate actions with the intl community tomorrow during the brussels conference on the future of syria,[ 0.39086604  0.60913396],positive
8843,rt thearabsource syrian army officially denies chemical weapons attack in southern idlib httpstcowvwjcntzum syria,[ 0.89185274  0.10814723],negative
8844,rt zlando everyone is surprised that the un does nothing about syria arabs have rendered the un helpless unless bashing israel get i,[ 0.89185274  0.10814723],negative
8845,rt partisangirl why would the white helmets receive sarin respirator suits only a month before the attack syria doesnt have sarin http,[ 0.89185274  0.10814723],negative
8846,rt radiofreetom this revisionist history about obama being shut down by congress in syria is among the worst kinds of bullshit there is,[ 0.89185274  0.10814723],negative
8847,rt laurie_holden my heart is broken for the people of syriathis is so tragic a senseless loss of life syria,[ 0.89185274  0.10814723],negative
8848,free_media_hub please share we can change this wresponsible r2p unsc that saves syria please share thanks httpstcowtrxvlv9hd,[ 0.02835219  0.97164786],positive
8849,rt icrc_lb displaced by fighting thousands in syria have returned to find their homes and businesses in ruins were helping them rebui,[ 0.89185274  0.10814723],negative
8850,rt drshajulislam why dont people flee the bombing in syria heres your answer httpstcos6lxaufhm4 httpstcohpl2o2graj,[ 0.89185274  0.10814723],negative
8851,"rt urgentnews5 syria
syria chaos in front of whitehelmets headquarter in khan sheikun idlib after airstrike sarin toxic gas https",[ 0.89185274  0.10814723],negative
8852,rt 4freedominiran the situation is horrendousespecially because there is a shortage of oxygen generatorssyria _  iranoutofs,[ 0.89185274  0.10814723],negative
8853,rt mscella syria my thoughtsmy prayers are w everyone touched by this cowardly unfathomable act ,[ 0.89185274  0.10814723],negative
8854,either here on earth or wherever we move on someone should be very worried right now syria gasattack httpstcot4pmwyv4o4,[ 0.46360108  0.53639895],positive
8855,rt partisangirl why would the white helmets receive sarin respirator suits only a month before the attack syria doesnt have sarin http,[ 0.89185274  0.10814723],negative
8856,rt elninotorres_ in 10 years well ask how we let this happen just like the holocaust and srebrenica syria httpstcorvkq33olum,[ 0.89185274  0.10814723],negative
8857,i blame presssec and realdonaldtrump potus for syria,[ 0.39086604  0.60913396],positive
8858,"rt hesammohammad95 bashar used chlorine gas 
at least 58 people have been killed and dozens wounded 
idlib syria khansheikhan iranou",[ 0.89185274  0.10814723],negative
8859,"rt snhr snhr doc syrianregime amp russianforces killing 103 civilians inc 33 children amp 20 women untill this moment in tue apr 4
syria",[ 0.89185274  0.10814723],negative
8860,rt ahudhayfah where are the notinourname crew where are the condemnations of the deadly assad gas attack in idlib syria,[ 0.89185274  0.10814723],negative
8861,"rt bbcworld un reports chemical weapons used in idlib syria especially on civilians are extremely alarming amp disturbing

httpst",[ 0.89185274  0.10814723],negative
8862,rt worldonalert idlib assad gassed the people in khan_shaykhun in idlib province most victims are children nobody stops the syria,[ 0.89185274  0.10814723],negative
8863,"rt dmitryzaksafp tillerson in moscow next week says russia iran bear moral responsibility for syrias chemical attacks afp
http",[ 0.89185274  0.10814723],negative
8864,"rt jack62448376 fsaplatform
jessimica28

rfi_english redlines syria more victims of todays chemical attack being hosed down https",[ 0.89185274  0.10814723],negative
8865,rt masoud_dalvand khameneii amp assad killing innocent kids in syria all world quiet idlib _ httpstcobvhotzpkkw,[ 0.89185274  0.10814723],negative
8866,rt meljenp syria chaos in front of whitehelmets headquarter in khanshaykhoun idlib after airstrike sarin toxic gas httpstcouopj,[ 0.89185274  0.10814723],negative
8867,internet campaign calls for iran to get out of syria httpstconar3bwe59x  mr_alhamdo qasioun_news revolutionsyria iranoutofsyria,[ 0.39086604  0.60913396],positive
8868,rt varyagi russia is the only country in syria acting according to international law observes german statesman willy wimmer httpst,[ 0.89185274  0.10814723],negative
8869,rt worldonalert idlib assad gassed the people in khan_shaykhun in idlib province most victims are children nobody stops the syria,[ 0.89185274  0.10814723],negative
8870,rt davidromeiphd assad the criminal puppet of israel and russia continues to gas the women and children of syria while trump rem,[ 0.89185274  0.10814723],negative
8871,chemical attack kills dozens in syria us blames syrian president  apr 4  617 pm et  httpstcoqdcrxh6a3m,[ 0.49760315  0.50239688],positive
8872,as a mother my heart breaks watching images of children writhing in pain after reported chemicalattack in idlib syria it is shameful,[ 0.37677622  0.62322378],positive
8873,"rt ali_axhar why pakistan media is silent  while children are being gassed with nerve gas heart wrenchingsyria 
 httpstco9ix",[ 0.89185274  0.10814723],negative
8874,"rt statedept secretary tillerson the united states strongly condemns the chemical weapons attack in idlib province syria
httpstco",[ 0.89185274  0.10814723],negative
8875,deplorablegina jeffreyguterman democrat leadership under obama     pelosi blames bush for 9 trillion in debt httpstconukg9g5z6h,[ 0.0828196   0.91718042],positive
8876,rt unicef 8yearold hussein from syria lost his leg after a mine exploded but he is determined not to give up on his dreams mineawaren,[ 0.89185274  0.10814723],negative
8877,rt simadiab name the perpetrators syria httpstcosamlqkla3g,[ 0.89185274  0.10814723],negative
8878,rt anitatweets7 the lack of action taken by those in power has devastating consequences and is a crime against humanity syria,[ 0.89185274  0.10814723],negative
8879,rt partisangirl orientnews some of the children in the chemical weapons attack appear to have been bludgeoned to death syria httpst,[ 0.89185274  0.10814723],negative
8880,rt makeiev outrageous gasattack on civilians in syria condemn assad amp his allies 4 killing children support convening unsc emerg meet,[ 0.89185274  0.10814723],negative
8881,rt rt_america breaking russia iran bear moral responsibility for syria chemical attack  state dept httpstcohxocwrc70i https,[ 0.89185274  0.10814723],negative
8882,rt yuval_rotem appalled at todays horrific chemical attack in syria intl community must unite and end wmd threat from assad and his,[ 0.89185274  0.10814723],negative
8883,"rt snhr snhr doc syrianregime amp russianforces killing 103 civilians inc 33 children amp 20 women untill this moment in tue apr 4
syria",[ 0.89185274  0.10814723],negative
8884,if presssec believes prev admin is to blame for chemical attack he wasnt paying attn to his boss 2013 dont attack syria tweet,[ 0.39086604  0.60913396],positive
8885,"rt hamletgarcia17 children should never pay for the mistakes of adults syria     
realdonaldtrump revjjackson un usembassysyria bas",[ 0.89185274  0.10814723],negative
8886,rt frantownsend gas attack is said to kill dozens in syria httpstcofihvxvbyww,[ 0.89185274  0.10814723],negative
8887,rt allaboutalixb httpstcov5nsqtr3qu this is the worst attack w chemicals in years syria,[ 0.89185274  0.10814723],negative
8888,rt landaudaniel peace and today especially and with many thoughts peace to syria  ,[ 0.89185274  0.10814723],negative
8889,rt stillbernin interesting sarin attack in syria was a top moment on twitter until people started tweeting about hrc selling sarin t,[ 0.89185274  0.10814723],negative
8890,rt partisangirl orientnews some of the children in the chemical weapons attack appear to have been bludgeoned to death syria httpst,[ 0.89185274  0.10814723],negative
8891,ahmed_gatnash iyad_elbaghdadi future generations would be involved in committing some other genocide while lookin httpstcobpjmregcp9,[ 0.37677622  0.62322378],positive
8892,rt dsrantsnbants everyone was gettin in their feelings about westminster amp the so called terrorist attack but what about syria  bare t,[ 0.89185274  0.10814723],negative
8893,"rt peterdaou only evil monsters intentionally use these gruesome weapons let alone against children 
syria httpstcoktlclkloa4",[ 0.89185274  0.10814723],negative
8894,rt oulosp my article on what does not add up in the idlib chemical weapons attack  httpstcox9vojp9cns syria,[ 0.89185274  0.10814723],negative
8895,rt yuval_rotem appalled at todays horrific chemical attack in syria intl community must unite and end wmd threat from assad and his,[ 0.89185274  0.10814723],negative
8896,rt partisangirl orientnews some of the children in the chemical weapons attack appear to have been bludgeoned to death syria httpst,[ 0.89185274  0.10814723],negative
